sub-ID roi-ID volOverlap volAALroi quotient
1057 014 0 16768 0
1058 014 0 16768 0
1059 014 0 16768 0
1060 014 10 16768 0.000596374
1002 015 0 13454 0
1003 015 0 13454 0
1004 015 0 13454 0
1005 015 0 13454 0
1006 015 0 13454 0
1007 015 0 13454 0
1008 015 0 13454 0
1009 015 0 13454 0
1010 015 0 13454 0
1011 015 0 13454 0
1012 015 0 13454 0
1013 015 0 13454 0
1014 015 0 13454 0
1015 015 0 13454 0
1016 015 0 13454 0
1017 015 0 13454 0
1018 015 0 13454 0
1019 015 0 13454 0
1020 015 0 13454 0
1021 015 0 13454 0
1022 015 0 13454 0
1023 015 0 13454 0
1024 015 0 13454 0
1025 015 0 13454 0
1026 015 0 13454 0
1027 015 0 13454 0
1028 015 0 13454 0
1029 015 0 13454 0
1030 015 0 13454 0
1031 015 0 13454 0
1032 015 0 13454 0
1033 015 0 13454 0
1034 015 0 13454 0
1035 015 0 13454 0
1036 015 0 13454 0
1037 015 0 13454 0
1038 015 0 13454 0
1039 015 0 13454 0
1040 015 0 13454 0
1041 015 0 13454 0
1042 015 0 13454 0
1043 015 0 13454 0
1044 015 0 13454 0
1045 015 0 13454 0
1046 015 0 13454 0
1047 015 0 13454 0
1048 015 0 13454 0
1049 015 0 13454 0
1050 015 0 13454 0
1051 015 0 13454 0
1052 015 0 13454 0
1053 015 0 13454 0
1054 015 0 13454 0
1055 015 0 13454 0
1056 015 0 13454 0
1057 015 0 13454 0
1058 015 0 13454 0
1059 015 9285 13454 0.690129
1060 015 0 13454 0
1002 016 0 13470 0
1003 016 0 13470 0
1004 016 0 13470 0
1005 016 0 13470 0
1006 016 0 13470 0
1007 016 0 13470 0
1008 016 144 13470 0.0106904
1009 016 0 13470 0
1010 016 0 13470 0
1011 016 0 13470 0
1012 016 0 13470 0
1013 016 0 13470 0
1014 016 0 13470 0
1015 016 0 13470 0
1016 016 0 13470 0
1017 016 0 13470 0
1018 016 51 13470 0.00378619
1019 016 0 13470 0
1020 016 0 13470 0
1021 016 0 13470 0
1022 016 0 13470 0
1023 016 0 13470 0
1024 016 0 13470 0
1025 016 0 13470 0
1026 016 0 13470 0
1027 016 0 13470 0
1028 016 0 13470 0
1029 016 0 13470 0
1030 016 0 13470 0
1031 016 0 13470 0
1032 016 0 13470 0
1033 016 0 13470 0
1034 016 0 13470 0
1035 016 0 13470 0
1036 016 0 13470 0
1037 016 0 13470 0
1038 016 0 13470 0
1039 016 0 13470 0
1040 016 0 13470 0
1041 016 0 13470 0
1042 016 0 13470 0
1043 016 0 13470 0
1044 016 0 13470 0
1045 016 0 13470 0
1046 016 0 13470 0
1047 016 0 13470 0
1048 016 0 13470 0
1049 016 0 13470 0
1050 016 0 13470 0
1051 016 0 13470 0
1052 016 0 13470 0
1053 016 0 13470 0
1054 016 2543 13470 0.18879
1055 016 83 13470 0.00616184
1056 016 0 13470 0
1057 016 0 13470 0
1058 016 0 13470 0
1059 016 0 13470 0
1060 016 0 13470 0
1002 017 0 7730 0
1003 017 0 7730 0
1004 017 0 7730 0
1005 017 0 7730 0
1006 017 0 7730 0
1007 017 0 7730 0
1008 017 0 7730 0
1009 017 0 7730 0
1010 017 26 7730 0.00336352
1011 017 0 7730 0
1012 017 0 7730 0
1013 017 0 7730 0
1014 017 0 7730 0
1015 017 0 7730 0
1016 017 0 7730 0
1017 017 0 7730 0
1018 017 0 7730 0
1019 017 0 7730 0
1020 017 0 7730 0
1021 017 0 7730 0
1022 017 0 7730 0
1023 017 0 7730 0
1024 017 0 7730 0
1025 017 0 7730 0
1026 017 0 7730 0
1027 017 290 7730 0.0375162
1028 017 0 7730 0
1029 017 0 7730 0
1030 017 0 7730 0
1031 017 0 7730 0
1032 017 0 7730 0
1033 017 0 7730 0
1034 017 0 7730 0
1035 017 0 7730 0
1036 017 204 7730 0.0263907
1037 017 0 7730 0
1038 017 0 7730 0
1039 017 0 7730 0
1040 017 4292 7730 0.555239
1041 017 0 7730 0
1042 017 0 7730 0
1043 017 0 7730 0
1044 017 0 7730 0
1045 017 17 7730 0.00219922
1046 017 0 7730 0
1047 017 0 7730 0
1048 017 0 7730 0
1049 017 0 7730 0
1050 017 0 7730 0
1051 017 0 7730 0
1052 017 0 7730 0
1053 017 0 7730 0
1054 017 0 7730 0
1055 017 0 7730 0
1056 017 0 7730 0
1057 017 33 7730 0.00426908
1058 017 0 7730 0
1059 017 7445 7730 0.963131
1060 017 0 7730 0
1002 018 0 10489 0
1003 018 0 10489 0
1004 018 0 10489 0
1005 018 4628 10489 0.441224
1006 018 0 10489 0
1007 018 0 10489 0
1008 018 6593 10489 0.628563
1009 018 0 10489 0
1010 018 0 10489 0
1011 018 0 10489 0
1012 018 0 10489 0
1013 018 0 10489 0
1014 018 0 10489 0
1015 018 0 10489 0
1016 018 0 10489 0
1017 018 0 10489 0
1018 018 814 10489 0.0776051
1019 018 0 10489 0
1020 018 0 10489 0
1021 018 0 10489 0
1022 018 0 10489 0
1023 018 0 10489 0
1024 018 0 10489 0
1025 018 0 10489 0
1026 018 0 10489 0
1027 018 0 10489 0
1028 018 4249 10489 0.405091
1029 018 0 10489 0
1030 018 0 10489 0
1031 018 0 10489 0
1032 018 0 10489 0
1033 018 196 10489 0.0186862
1034 018 0 10489 0
1035 018 0 10489 0
1036 018 0 10489 0
1037 018 0 10489 0
1038 018 0 10489 0
1039 018 0 10489 0
1040 018 0 10489 0
1041 018 0 10489 0
1042 018 0 10489 0
1043 018 0 10489 0
1044 018 0 10489 0
1045 018 0 10489 0
1046 018 0 10489 0
1047 018 0 10489 0
1048 018 363 10489 0.0346077
1049 018 0 10489 0
1050 018 4552 10489 0.433978
1051 018 58 10489 0.0055296
1052 018 0 10489 0
1053 018 0 10489 0
1054 018 7889 10489 0.752121
1055 018 980 10489 0.0934312
1056 018 0 10489 0
1057 018 0 10489 0
1058 018 0 10489 0
1059 018 0 10489 0
1060 018 0 10489 0
